Time,,,,,,,A/C Mach,A/C Heading (deg),Weapon LAT (deg),,Weapon ALT (ft),Weapon Downtrack (ft),Weapon Crosstrack (ft),,,,Wpn Heading,Wpn Pitch,Wpn Roll,,S1SYSTM01500,S1SYSTM00505,Target LAT (deg),,Target ALT (ft),S1FCPTT004,S1FCPTT005,,S1STGT101107,Tgt Impact Angle,S1STGT101106,Tgt Impact Heading,S1STGT101108,Tgt Offset North,Tgt Offset East,Tgt Offset Down,S1STGT101004
274:07:05:58.290,,,,,,,0.884745,11.764104,31.944535,,14758.966797,20768.480469,6035.664551,,,,4.957508,2.848832,4.170194,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.353,,,,,,,0.884745,11.764104,31.944641,,14746.181641,20730.937500,6030.714844,,,,4.981214,2.814064,4.218022,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.416,,,,,,,0.884745,11.764104,31.944750,,14733.378906,20691.996094,6027.846191,,,,5.007049,2.783044,4.243053,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.479,,,,,,,0.884745,11.764104,31.944856,,14720.556641,20654.310547,6023.407227,,,,5.035277,2.756645,4.268646,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.542,,,,,,,0.884745,11.764104,31.944983,,14705.576172,20609.419922,6018.901855,,,,5.072361,2.727047,4.330435,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.605,,,,,,,0.884745,11.764104,31.945088,,14692.717773,20571.705078,6014.596680,,,,5.105029,2.696960,4.382467,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.668,,,,,,,0.884745,11.764104,31.945215,,14677.692383,20526.927734,6009.738281,,,,5.137571,2.669541,4.419137,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.731,,,,,,,0.884745,11.764104,31.945321,,14664.793945,20489.550781,6005.702148,,,,5.164302,2.639619,4.447854,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.793,,,,,,,0.884745,11.764104,31.945430,,14651.878906,20450.697266,6001.207031,,,,5.184944,2.613708,4.470894,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.856,,,,,,,0.884745,11.764104,31.945536,,14638.946289,20413.107422,5996.519043,,,,5.205689,2.580305,4.511392,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.919,,,,,,,0.884745,11.764104,31.945645,,14625.994141,20374.201172,5993.625488,,,,5.230387,2.551632,4.560080,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:58.982,,,,,,,0.884745,11.764104,31.945768,,14610.860352,20330.548828,5989.114746,,,,5.264045,2.520337,4.615260,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.045,,,,,,,0.884745,11.764104,31.945877,,14597.870117,20291.726563,5984.564453,,,,5.298695,2.498781,4.666640,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.108,,,,,,,0.884745,11.764104,31.946000,,14582.691406,20248.210938,5979.628906,,,,5.343556,2.460793,4.722223,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.171,,,,,,,0.884745,11.764104,31.946110,,14569.662109,20209.509766,5974.691895,,,,5.371323,2.435824,4.766345,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.234,,,,,,,0.884745,11.764104,31.946215,,14556.615234,20171.781250,5971.955078,,,,5.405126,2.408414,4.830003,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.297,,,,,,,0.884745,11.764104,31.946325,,14543.551758,20133.060547,5967.127441,,,,5.447097,2.378489,4.895189,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.360,,,,,,,0.884745,11.764104,31.946448,,14528.288086,20089.523438,5962.316895,,,,5.490886,2.339127,4.971042,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.423,,,,,,,0.884745,11.764104,31.946557,,14515.185547,20050.792969,5957.548340,,,,5.530513,2.310189,5.027748,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.486,,,,,,,0.884745,11.764104,31.946680,,14499.878906,20007.644531,5951.470215,,,,5.558898,2.272735,5.080428,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.549,,,,,,,0.884745,11.764104,31.946786,,14486.736328,19970.164063,5946.563965,,,,5.578759,2.250567,5.137782,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.612,,,,,,,0.884745,11.764104,31.946895,,14473.577148,19931.451172,5941.777344,,,,5.605167,2.226388,5.182682,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.675,,,,,,,0.884745,11.764104,31.947001,,14460.401367,19894.197266,5937.542480,,,,5.631442,2.203473,5.211181,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.738,,,,,,,0.884745,11.764104,31.947107,,14447.206055,19856.816406,5932.344727,,,,5.651867,2.174746,5.234673,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.801,,,,,,,0.884745,11.764104,31.947233,,14431.790039,19812.046875,5927.767090,,,,5.676515,2.146142,5.282685,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.864,,,,,,,0.884745,11.764104,31.947339,,14418.555664,19774.417969,5923.428711,,,,5.711103,2.121132,5.319612,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.927,,,,,,,0.884745,11.764104,31.947465,,14403.095703,19730.029297,5917.611328,,,,5.755112,2.091174,5.384153,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:59.990,,,,,,,0.884745,11.764104,31.947571,,14389.824219,19692.462891,5913.095703,,,,5.792078,2.056732,5.445233,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.053,,,,,,,0.884745,11.764104,31.947677,,14376.538086,19655.191406,5907.613770,,,,5.829132,2.023766,5.499496,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.116,,,,,,,0.884745,11.764104,31.947786,,14363.230469,19616.451172,5904.445801,,,,5.864967,1.994047,5.557873,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.179,,,,,,,0.884745,11.764104,31.947892,,14349.906250,19579.017578,5899.528320,,,,5.911460,1.968452,5.589664,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.242,,,,,,,0.884745,11.764104,31.948015,,14334.338867,19535.734375,5892.716797,,,,5.957983,1.932200,5.618607,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.305,,,,,,,0.884745,11.764104,31.948121,,14320.974609,19498.529297,5888.484863,,,,5.987126,1.902820,5.669311,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.368,,,,,,,0.884745,11.764104,31.948247,,14305.360352,19453.755859,5882.666016,,,,6.025234,1.869606,5.749432,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.431,,,,,,,0.884745,11.764104,31.948353,,14291.957031,19416.250000,5879.463867,,,,6.069876,1.847709,5.800086,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.494,,,,,,,0.884745,11.764104,31.948459,,14278.537109,19379.085938,5873.735840,,,,6.117632,1.820128,5.839057,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.557,,,,,,,0.884745,11.764104,31.948568,,14265.099609,19340.675781,5868.172363,,,,6.149141,1.784294,5.864723,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.620,,,,,,,0.884745,11.764104,31.948691,,14249.400391,19297.294922,5861.794434,,,,6.183414,1.738531,5.917758,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.683,,,,,,,0.884745,11.764104,31.948780,,14238.171875,19266.103516,5857.604980,,,,6.207422,1.710635,5.965024,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.746,,,,,,,0.884745,11.764104,31.948903,,14222.429688,19222.853516,5852.244141,,,,6.246067,1.673475,6.029726,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.809,,,,,,,0.884745,11.764104,31.949029,,14206.665039,19178.228516,5846.062012,,,,6.288142,1.635648,6.083976,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.872,,,,,,,0.884745,11.764104,31.949135,,14193.130859,19141.273438,5841.164063,,,,6.320718,1.605638,6.123794,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.935,,,,,,,0.884745,11.764104,31.949241,,14179.578125,19103.986328,5835.953613,,,,6.346114,1.577901,6.193103,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:00.998,,,,,,,0.884745,11.764104,31.949347,,14166.009766,19066.656250,5830.907715,,,,6.377069,1.547231,6.258506,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.061,,,,,,,0.884745,11.764104,31.949473,,14150.155273,19022.216797,5824.197754,,,,6.420265,1.514309,6.313314,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.124,,,,,,,0.884745,11.764104,31.949579,,14136.547852,18985.068359,5818.588379,,,,6.457365,1.481108,6.363514,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.187,,,,,,,0.884745,11.764104,31.949685,,14122.921875,18947.904297,5814.462402,,,,6.494331,1.449411,6.413848,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.250,,,,,,,0.884745,11.764104,31.949808,,14107.002930,18904.718750,5807.639648,,,,6.537752,1.403638,6.454971,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.313,,,,,,,0.884745,11.764104,31.949914,,14093.339844,18867.593750,5802.003418,,,,6.576310,1.368909,6.481015,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.376,,,,,,,0.884745,11.764104,31.950020,,14079.657227,18830.279297,5797.003418,,,,6.611593,1.331733,6.528609,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.438,,,,,,,0.884745,11.764104,31.950126,,14065.957031,18793.089844,5791.604980,,,,6.653449,1.302782,6.595172,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.501,,,,,,,0.884745,11.764104,31.950252,,14049.952148,18748.890625,5785.688477,,,,6.698709,1.266161,6.661732,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.564,,,,,,,0.884745,11.764104,31.950358,,14036.212891,18711.679688,5780.400391,,,,6.738179,1.242860,6.702551,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.627,,,,,,,0.884745,11.764104,31.950481,,14020.163086,18668.564453,5773.469238,,,,6.780107,1.206937,6.736853,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.690,,,,,,,0.884745,11.764104,31.950587,,14006.387695,18631.457031,5767.885742,,,,6.818132,1.175107,6.784863,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.753,,,,,,,0.884745,11.764104,31.950693,,13992.592773,18594.369141,5762.259277,,,,6.852923,1.139689,6.834185,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.816,,,,,,,0.884745,11.764104,31.950798,,13978.784180,18557.371094,5756.356445,,,,6.889496,1.110758,6.892024,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.879,,,,,,,0.884745,11.764104,31.950904,,13964.956055,18520.169922,5751.129395,,,,6.933509,1.080621,6.947634,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:01.942,,,,,,,0.884745,11.764104,31.951031,,13948.799805,18475.955078,5743.985352,,,,6.981724,1.046010,6.999380,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.005,,,,,,,0.884745,11.764104,31.951137,,13934.934570,18438.980469,5738.066895,,,,7.016234,1.013532,7.049860,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.068,,,,,,,0.884745,11.764104,31.951260,,13918.737305,18395.992188,5732.292480,,,,7.057897,0.987909,7.110281,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.131,,,,,,,0.884745,11.764104,31.951365,,13904.833984,18358.992188,5726.496582,,,,7.095359,0.962239,7.160152,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.194,,,,,,,0.884745,11.764104,31.951471,,13890.914063,18321.898438,5719.598633,,,,7.134548,0.930331,7.215590,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.257,,,,,,,0.884745,11.764104,31.951577,,13876.978516,18284.912109,5713.787598,,,,7.177854,0.900650,7.273065,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.320,,,,,,,0.884745,11.764104,31.951700,,13860.696289,18241.982422,5707.917969,,,,7.228662,0.867826,7.325924,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.383,,,,,,,0.884745,11.764104,31.951806,,13846.723633,18205.148438,5701.667480,,,,7.268931,0.838463,7.362140,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.446,,,,,,,0.884745,11.764104,31.951929,,13830.399414,18162.263672,5694.274414,,,,7.311165,0.800565,7.405424,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.509,,,,,,,0.884745,11.764104,31.952035,,13816.388672,18125.378906,5688.232422,,,,7.343406,0.774986,7.457442,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.572,,,,,,,0.884745,11.764104,31.952141,,13802.362305,18088.244141,5681.563965,,,,7.380156,0.742666,7.513191,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.635,,,,,,,0.884745,11.764104,31.952246,,13788.317383,18051.316406,5675.685547,,,,7.416742,0.713767,7.560266,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.698,,,,,,,0.884745,11.764104,31.952352,,13774.255859,18014.400391,5669.801758,,,,7.459721,0.682460,7.599179,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.761,,,,,,,0.884745,11.764104,31.952475,,13757.830078,17971.646484,5662.108887,,,,7.502400,0.652077,7.648388,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.824,,,,,,,0.884745,11.764104,31.952581,,13743.731445,17934.753906,5656.186035,,,,7.537832,0.623109,7.714409,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.887,,,,,,,0.884745,11.764104,31.952704,,13727.263672,17891.947266,5648.704102,,,,7.580648,0.595029,7.772851,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:02.950,,,,,,,0.884745,11.764104,31.952810,,13713.126953,17855.207031,5642.341309,,,,7.611374,0.570957,7.838351,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.013,,,,,,,0.884745,11.764104,31.952916,,13698.977539,17818.333984,5636.421875,,,,7.644940,0.552055,7.917924,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.076,,,,,,,0.884745,11.764104,31.953022,,13684.809570,17781.412109,5630.674805,,,,7.690323,0.532333,7.993375,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.139,,,,,,,0.884745,11.764104,31.953128,,13670.625000,17744.753906,5622.676270,,,,7.732444,0.514683,8.040973,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.202,,,,,,,0.884745,11.764104,31.953251,,13654.054688,17702.251953,5614.359863,,,,7.767051,0.489293,8.102698,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.265,,,,,,,0.884745,11.764104,31.953356,,13639.835938,17665.570313,5607.913574,,,,7.794535,0.471999,8.152211,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.328,,,,,,,0.884745,11.764104,31.953479,,13623.224609,17622.875000,5600.258301,,,,7.831504,0.443385,8.212062,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.391,,,,,,,0.884745,11.764104,31.953585,,13608.970703,17585.929688,5594.691895,,,,7.873650,0.423388,8.271030,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.454,,,,,,,0.884745,11.764104,31.953691,,13594.698242,17549.074219,5587.422852,,,,7.923081,0.395519,8.321651,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.517,,,,,,,0.884745,11.764104,31.953797,,13580.410156,17512.464844,5580.846680,,,,7.972700,0.368858,8.361586,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.580,,,,,,,0.884745,11.764104,31.953920,,13563.722656,17469.794922,5573.206055,,,,8.028165,0.338377,8.423109,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.643,,,,,,,0.884745,11.764104,31.954005,,13551.788086,17440.128906,5567.264648,,,,8.067022,0.321874,8.472607,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.706,,,,,,,0.884745,11.764104,31.954128,,13535.061523,17397.562500,5559.352051,,,,8.123003,0.295914,8.549859,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.769,,,,,,,0.884745,11.764104,31.954234,,13520.705078,17360.962891,5552.827148,,,,8.170335,0.280230,8.612595,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.832,,,,,,,0.884745,11.764104,31.954357,,13503.936523,17318.281250,5545.334473,,,,8.228364,0.257645,8.681772,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.895,,,,,,,0.884745,11.764104,31.954463,,13489.547852,17281.621094,5537.602539,,,,8.277066,0.238963,8.732264,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:03.958,,,,,,,0.884745,11.764104,31.954569,,13475.143555,17244.933594,5531.423828,,,,8.326496,0.214367,8.788912,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.021,,,,,,,0.884745,11.764104,31.954692,,13458.316406,17202.476563,5523.301270,,,,8.385307,0.188157,8.843181,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.083,,,,,,,0.884745,11.764104,31.954798,,13443.877930,17165.814453,5515.641113,,,,8.436637,0.163043,8.883242,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.146,,,,,,,0.884745,11.764104,31.954921,,13427.011719,17123.294922,5507.773438,,,,8.484117,0.136336,8.953394,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.209,,,,,,,0.884745,11.764104,31.955023,,13412.539063,17087.886719,5501.409668,,,,8.531377,0.115966,9.016919,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.272,,,,,,,0.884745,11.764104,31.955129,,13398.049805,17051.148438,5494.047852,,,,8.585605,0.089320,9.066958,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.335,,,,,,,0.884745,11.764104,31.955235,,13383.545898,17014.556641,5487.721191,,,,8.636532,0.053557,9.135365,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.398,,,,,,,0.884745,11.764104,31.955323,,13371.447266,16983.755859,5481.830078,,,,8.679565,0.027933,9.185884,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.461,,,,,,,0.884745,11.764104,31.955464,,13352.066406,16935.341797,5472.539063,,,,8.753633,-0.016143,9.261017,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.524,,,,,,,0.884745,11.764104,31.955566,,13337.512695,16899.851563,5465.076172,,,,8.806929,-0.043778,9.299960,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.587,,,,,,,0.884745,11.764104,31.955689,,13320.512695,16857.470703,5456.969727,,,,8.863698,-0.082361,9.362771,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.650,,,,,,,0.884745,11.764104,31.955795,,13305.924805,16820.910156,5449.205566,,,,8.911215,-0.105821,9.437708,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.713,,,,,,,0.884745,11.764104,31.955901,,13291.320313,16784.314453,5443.030273,,,,8.963177,-0.136238,9.498830,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.776,,,,,,,0.884745,11.764104,31.956003,,13276.700195,16748.873047,5435.507324,,,,9.017893,-0.165623,9.528684,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.839,,,,,,,0.884745,11.764104,31.956109,,13262.064453,16712.306641,5427.824219,,,,9.069424,-0.200385,9.557135,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.902,,,,,,,0.884745,11.764104,31.956232,,13244.969727,16669.812500,5420.208496,,,,9.126693,-0.237431,9.648694,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:06:04.965,,,,,,,0.884745,11.764104,31.956338,,13230.299805,16633.083984,5413.066895,,,,9.180351,-0.270659,9.727611,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
