Time,,,,,,,A/C Mach,A/C Heading (deg),Weapon LAT (deg),,Weapon ALT (ft),Weapon Downtrack (ft),Weapon Crosstrack (ft),,,,Wpn Heading,Wpn Pitch,Wpn Roll,,S1SYSTM01500,S1SYSTM00505,Target LAT (deg),,Target ALT (ft),S1FCPTT004,S1FCPTT005,,S1STGT101107,Tgt Impact Angle,S1STGT101106,Tgt Impact Heading,S1STGT101108,Tgt Offset North,Tgt Offset East,Tgt Offset Down,S1STGT101004
274:07:05:40.656,,,,,,,0.884745,11.764104,31.911146,,17713.189453,33119.140625,5302.224121,,,,1.407662,10.890051,-8.709718,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:40.719,,,,,,,0.884745,11.764104,31.911269,,17705.621094,33072.289063,5312.915527,,,,1.396036,10.870307,-8.667435,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:40.782,,,,,,,0.884745,11.764104,31.911409,,17696.777344,33019.042969,5323.765137,,,,1.387522,10.849776,-8.618436,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:40.845,,,,,,,0.884745,11.764104,31.911532,,17689.181641,32972.378906,5334.995117,,,,1.379497,10.828417,-8.581819,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:40.908,,,,,,,0.884745,11.764104,31.911672,,17680.304688,32919.125000,5345.785645,,,,1.371184,10.802958,-8.525352,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:40.971,,,,,,,0.884745,11.764104,31.911795,,17672.685547,32872.339844,5355.849121,,,,1.364474,10.782700,-8.481381,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.034,,,,,,,0.884745,11.764104,31.911897,,17666.322266,32833.449219,5363.895020,,,,1.361937,10.763419,-8.444946,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.097,,,,,,,0.884745,11.764104,31.912037,,17657.404297,32780.296875,5375.710938,,,,1.356372,10.735194,-8.386732,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.160,,,,,,,0.884745,11.764104,31.912177,,17648.466797,32726.998047,5386.562012,,,,1.351178,10.709329,-8.347154,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.223,,,,,,,0.884745,11.764104,31.912300,,17640.792969,32680.283203,5395.991211,,,,1.347166,10.685786,-8.305304,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.286,,,,,,,0.884745,11.764104,31.912440,,17631.822266,32627.128906,5407.629883,,,,1.340540,10.663815,-8.241249,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.349,,,,,,,0.884745,11.764104,31.912560,,17624.121094,32581.763672,5416.178223,,,,1.337201,10.644973,-8.194179,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.412,,,,,,,0.884745,11.764104,31.912683,,17616.406250,32534.980469,5425.911621,,,,1.330669,10.630151,-8.150775,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.475,,,,,,,0.884745,11.764104,31.912802,,17608.675781,32489.708984,5433.801270,,,,1.326514,10.609802,-8.102148,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.538,,,,,,,0.884745,11.764104,31.912922,,17600.933594,32444.277344,5444.373047,,,,1.320959,10.593598,-8.066760,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.601,,,,,,,0.884745,11.764104,31.913062,,17591.886719,32391.015625,5454.654785,,,,1.318676,10.566912,-8.023859,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.664,,,,,,,0.884745,11.764104,31.913185,,17584.115234,32344.554688,5464.038574,,,,1.310930,10.544937,-7.958250,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.727,,,,,,,0.884745,11.764104,31.913325,,17575.033203,32291.316406,5474.064941,,,,1.308034,10.523787,-7.904948,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.790,,,,,,,0.884745,11.764104,31.913444,,17567.232422,32246.041016,5483.528809,,,,1.309330,10.505607,-7.882703,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.853,,,,,,,0.884745,11.764104,31.913564,,17559.419922,32200.699219,5491.609863,,,,1.303523,10.484300,-7.846728,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.916,,,,,,,0.884745,11.764104,31.913683,,17551.593750,32155.287109,5500.057617,,,,1.296046,10.461246,-7.802544,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:41.979,,,,,,,0.884745,11.764104,31.913806,,17543.753906,32108.767578,5509.589355,,,,1.291247,10.439961,-7.758193,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.042,,,,,,,0.884745,11.764104,31.913946,,17534.587891,32055.691406,5518.443359,,,,1.287470,10.413998,-7.709989,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.105,,,,,,,0.884745,11.764104,31.914066,,17526.716797,32010.400391,5527.799316,,,,1.277925,10.392478,-7.683011,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.168,,,,,,,0.884745,11.764104,31.914206,,17517.517578,31957.335938,5538.225586,,,,1.272254,10.366274,-7.629727,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.231,,,,,,,0.884745,11.764104,31.914325,,17509.617188,31911.953125,5546.312012,,,,1.268826,10.339204,-7.584043,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.294,,,,,,,0.884745,11.764104,31.914445,,17501.701172,31866.722656,5555.197754,,,,1.268373,10.311255,-7.544015,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.357,,,,,,,0.884745,11.764104,31.914564,,17493.773438,31821.386719,5562.937500,,,,1.267595,10.283137,-7.499100,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.420,,,,,,,0.884745,11.764104,31.914704,,17484.503906,31768.339844,5573.078125,,,,1.263276,10.255991,-7.457470,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.483,,,,,,,0.884745,11.764104,31.914824,,17476.542969,31723.064453,5580.393066,,,,1.258972,10.231375,-7.438830,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.546,,,,,,,0.884745,11.764104,31.914943,,17468.568359,31677.884766,5588.843750,,,,1.249981,10.202724,-7.419916,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.609,,,,,,,0.884745,11.764104,31.915083,,17459.248047,31624.939453,5598.284668,,,,1.239936,10.173713,-7.360721,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.672,,,,,,,0.884745,11.764104,31.915203,,17451.240234,31579.431641,5606.824219,,,,1.233207,10.157079,-7.306941,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.735,,,,,,,0.884745,11.764104,31.915319,,17443.218750,31535.382813,5615.623047,,,,1.239335,10.141805,-7.235179,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.798,,,,,,,0.884745,11.764104,31.915439,,17435.183594,31490.060547,5623.037598,,,,1.249429,10.127021,-7.173710,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.860,,,,,,,0.884745,11.764104,31.915579,,17425.791016,31437.181641,5631.945801,,,,1.260167,10.101895,-7.124076,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.923,,,,,,,0.884745,11.764104,31.915698,,17417.722656,31392.095703,5639.635742,,,,1.261887,10.078314,-7.079660,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:42.986,,,,,,,0.884745,11.764104,31.915818,,17409.638672,31346.863281,5648.127930,,,,1.261140,10.055451,-7.052823,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.049,,,,,,,0.884745,11.764104,31.915954,,17400.191406,31295.246094,5656.652832,,,,1.253981,10.032342,-7.022640,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.112,,,,,,,0.884745,11.764104,31.916074,,17392.076172,31250.046875,5663.210938,,,,1.246722,10.007173,-6.983152,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.175,,,,,,,0.884745,11.764104,31.916193,,17383.947266,31204.835938,5671.482910,,,,1.240055,9.983099,-6.937067,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.238,,,,,,,0.884745,11.764104,31.916313,,17375.804688,31159.708984,5679.245605,,,,1.237324,9.961154,-6.887534,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.301,,,,,,,0.884745,11.764104,31.916449,,17366.283203,31107.960938,5688.345215,,,,1.242108,9.929058,-6.837849,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.364,,,,,,,0.884745,11.764104,211.402865,,20225.285156,-67850256.000000,20123942.000000,,,,147.489990,-27.497835,177.193039,,0,5,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.427,,,,,,,0.884745,11.764104,31.916668,,17351.279297,31103.572266,5258.343262,,,,2.069332,9.873801,-6.752478,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.490,,,,,,,0.884745,11.764104,31.916825,,17340.333984,31044.324219,5268.422363,,,,2.067792,9.841377,-6.704980,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.553,,,,,,,0.884745,11.764104,31.916945,,17332.109375,30920.896484,5718.275391,,,,1.249349,9.817670,-6.664506,,0,4,31.999672,,0.000000,96.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.616,,,,,,,0.884745,11.764104,31.917064,,17323.867188,30875.751953,5725.945313,,,,1.251458,9.798513,-6.623083,,0,4,31.999672,,0.000000,-1885.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.679,,,,,,,0.884745,11.764104,31.917180,,17315.609375,30831.882813,5731.626953,,,,1.257295,9.775157,-6.603187,,0,4,31.999672,,0.000000,-121.187500,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.742,,,,,,,0.884745,11.764104,31.917320,,17305.957031,30779.027344,5739.871582,,,,1.255587,9.742397,-6.557730,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.805,,,,,,,0.884745,11.764104,31.917436,,17297.664063,30735.126953,5747.293945,,,,1.251121,9.714447,-6.512334,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.868,,,,,,,0.884745,11.764104,31.917576,,17287.972656,30682.263672,5755.510742,,,,1.250760,9.687490,-6.453625,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.931,,,,,,,0.884745,11.764104,31.917693,,17279.648438,30638.494141,5762.169434,,,,1.249335,9.662431,-6.417000,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:43.994,,,,,,,0.884745,11.764104,31.917792,,17272.697266,30601.279297,5767.862793,,,,1.253120,9.638180,-6.389222,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.057,,,,,,,0.884745,11.764104,31.917928,,17262.951172,30549.691406,5775.660156,,,,1.249741,9.601501,-6.344295,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.120,,,,,,,0.884745,11.764104,31.918065,,17253.181641,30498.123047,5783.316406,,,,1.244254,9.571838,-6.284718,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.183,,,,,,,0.884745,11.764104,31.918184,,17244.791016,30452.974609,5790.729980,,,,1.241952,9.545301,-6.236947,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.246,,,,,,,0.884745,11.764104,31.918321,,17234.980469,30401.472656,5797.974121,,,,1.238204,9.518887,-6.184196,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.309,,,,,,,0.884745,11.764104,31.918440,,17226.552734,30356.455078,5804.636719,,,,1.239131,9.502602,-6.131890,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.372,,,,,,,0.884745,11.764104,31.918557,,17218.111328,30312.605469,5811.520020,,,,1.246618,9.482310,-6.085016,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.435,,,,,,,0.884745,11.764104,31.918673,,17209.652344,30268.949219,5817.378906,,,,1.252923,9.462780,-6.061369,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.498,,,,,,,0.884745,11.764104,31.918792,,17201.177734,30224.001953,5823.595703,,,,1.249850,9.436560,-6.039690,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.561,,,,,,,0.884745,11.764104,31.918929,,17191.271484,30172.537109,5830.486816,,,,1.241448,9.403975,-5.996481,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.624,,,,,,,0.884745,11.764104,31.919045,,17182.761719,30128.812500,5836.611328,,,,1.241954,9.374577,-5.950268,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.687,,,,,,,0.884745,11.764104,31.919182,,17172.814453,30077.365234,5843.372070,,,,1.243455,9.346447,-5.890335,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.750,,,,,,,0.884745,11.764104,31.919301,,17164.269531,30032.351563,5849.823730,,,,1.245639,9.324963,-5.838292,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.813,,,,,,,0.884745,11.764104,31.919417,,17155.707031,29988.720703,5855.410156,,,,1.246182,9.303442,-5.808925,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.876,,,,,,,0.884745,11.764104,31.919533,,17147.130859,29945.017578,5861.315430,,,,1.248178,9.278259,-5.779946,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:44.939,,,,,,,0.884745,11.764104,31.919653,,17138.535156,29900.099609,5867.217285,,,,1.250137,9.249776,-5.726394,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.002,,,,,,,0.884745,11.764104,31.919786,,17128.490234,29849.949219,5873.405762,,,,1.248147,9.219279,-5.665155,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.065,,,,,,,0.884745,11.764104,31.919906,,17119.859375,29804.962891,5879.607910,,,,1.250587,9.196681,-5.622506,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.128,,,,,,,0.884745,11.764104,31.920042,,17109.771484,29753.644531,5887.074219,,,,1.258376,9.170556,-5.579531,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.191,,,,,,,0.884745,11.764104,31.920158,,17101.107422,29710.025391,5892.471680,,,,1.260818,9.143137,-5.536728,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.254,,,,,,,0.884745,11.764104,31.920274,,17092.423828,29666.353516,5898.070801,,,,1.261164,9.112477,-5.475236,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.317,,,,,,,0.884745,11.764104,31.920390,,17083.726563,29622.630859,5903.935059,,,,1.265498,9.088405,-5.431682,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.380,,,,,,,0.884745,11.764104,31.920527,,17073.556641,29571.347656,5909.541016,,,,1.272816,9.058543,-5.390956,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.443,,,,,,,0.884745,11.764104,31.920623,,17066.279297,29535.523438,5913.889648,,,,1.271834,9.045625,-5.353128,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.505,,,,,,,0.884745,11.764104,31.920759,,17056.070313,29484.167969,5921.379395,,,,1.278885,9.013956,-5.299928,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.568,,,,,,,0.884745,11.764104,31.920896,,17045.837891,29432.937500,5926.675781,,,,1.281257,8.991495,-5.262752,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.631,,,,,,,0.884745,11.764104,31.921012,,17037.048828,29389.324219,5931.870117,,,,1.283270,8.964928,-5.219402,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.694,,,,,,,0.884745,11.764104,31.921128,,17028.242188,29345.787109,5936.668945,,,,1.289577,8.941276,-5.166440,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.757,,,,,,,0.884745,11.764104,31.921244,,17019.421875,29302.078125,5942.296875,,,,1.293309,8.916761,-5.112477,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.820,,,,,,,0.884745,11.764104,31.921381,,17009.107422,29250.949219,5948.553223,,,,1.295852,8.889755,-5.047296,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.883,,,,,,,0.884745,11.764104,31.921497,,17000.248047,29207.353516,5953.562012,,,,1.303837,8.869024,-4.987598,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:45.946,,,,,,,0.884745,11.764104,31.921634,,16989.892578,29156.115234,5958.754395,,,,1.315473,8.843678,-4.928012,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.009,,,,,,,0.884745,11.764104,31.921746,,16980.996094,29113.958984,5964.196289,,,,1.324141,8.813491,-4.892021,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.072,,,,,,,0.884745,11.764104,31.921862,,16972.082031,29070.509766,5968.446289,,,,1.327134,8.788020,-4.856883,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.135,,,,,,,0.884745,11.764104,31.921979,,16963.154297,29026.996094,5972.997559,,,,1.331451,8.756578,-4.813970,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.198,,,,,,,0.884745,11.764104,31.922095,,16954.207031,28983.322266,5978.303711,,,,1.335091,8.728752,-4.768380,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.261,,,,,,,0.884745,11.764104,31.922231,,16943.746094,28932.146484,5984.617676,,,,1.346054,8.697993,-4.694392,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.324,,,,,,,0.884745,11.764104,31.922347,,16934.759766,28888.697266,5988.798828,,,,1.358358,8.674026,-4.649696,,0,4,31.999672,,0.000000,-1360.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.387,,,,,,,0.884745,11.764104,31.922481,,16924.255859,28838.888672,5994.336426,,,,1.367524,8.635892,-4.618027,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.450,,,,,,,0.884745,11.764104,31.922576,,16916.738281,28803.001953,5997.170898,,,,1.370307,8.611646,-4.596026,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.513,,,,,,,0.884745,11.764104,31.922713,,16906.195313,28751.988281,6002.617188,,,,1.374874,8.574919,-4.564879,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.576,,,,,,,0.884745,11.764104,31.922829,,16897.138672,28708.404297,6007.373535,,,,1.379275,8.545753,-4.552580,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.639,,,,,,,0.884745,11.764104,31.922945,,16888.064453,28665.058594,6012.512695,,,,1.384930,8.509596,-4.521394,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.702,,,,,,,0.884745,11.764104,31.923078,,16877.455078,28615.117188,6017.050781,,,,1.390692,8.471691,-4.452522,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.765,,,,,,,0.884745,11.764104,31.923194,,16868.341797,28571.613281,6021.372070,,,,1.405019,8.439225,-4.401709,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.828,,,,,,,0.884745,11.764104,31.923327,,16857.685547,28521.787109,6026.847168,,,,1.422192,8.407236,-4.346519,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.891,,,,,,,0.884745,11.764104,31.923444,,16848.535156,28478.414063,6030.518066,,,,1.435753,8.377858,-4.301243,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:46.954,,,,,,,0.884745,11.764104,31.923560,,16839.363281,28435.039063,6035.698242,,,,1.448816,8.351091,-4.255891,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:47.017,,,,,,,0.884745,11.764104,31.923672,,16830.177734,28392.828125,6039.583008,,,,1.460010,8.315449,-4.227345,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:47.080,,,,,,,0.884745,11.764104,31.923809,,16819.433594,28341.787109,6044.979492,,,,1.475224,8.278720,-4.183907,,0,4,31.999672,,0.000000,-694.625000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:47.143,,,,,,,0.884745,11.764104,31.923922,,16810.208984,28299.568359,6048.880371,,,,1.489454,8.241636,-4.134548,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:47.206,,,,,,,0.884745,11.764104,31.924055,,16799.419922,28249.847656,6053.736816,,,,1.502448,8.213082,-4.073507,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
274:07:05:47.269,,,,,,,0.884745,11.764104,31.924171,,16790.152344,28206.449219,6057.428223,,,,1.516761,8.182564,-4.026473,,0,4,31.999672,,0.000000,0.000000,0.000000,,0,59.995506,0,89.999748,1,0.000000,0.000000,0.000000,9
