Time,Weapon LAT (deg),Weapon LON (deg),Weapon ALT (ft),Target LAT (deg),Target LON (deg),Target ALT (ft),Separation Time
274:07:05:45.694,-25.08954621911353,19.997698338862016,17028.242188,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.757,-25.089666525810046,19.99768804772953,17019.421875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.820,-25.08980707292735,19.99767504124138,17009.107422,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.883,-25.089926730332518,19.997662986289935,17000.248047,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.946,-25.090066976683914,19.997646761230143,16989.892578,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.009,-25.090183017316697,19.997636876829034,16980.996094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.072,-25.090301858466784,19.997622664947624,16972.082031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.135,-25.090421040573432,19.997609305573107,16963.154297,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.198,-25.09054107340014,19.997598083125208,16954.207031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.261,-25.09068177833631,19.997585218366847,16943.746094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.324,-25.090800581052175,19.997570802580604,16934.759766,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.387,-25.09093718774257,19.997556481747313,16924.255859,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.450,-25.091034966882322,19.99754274200383,16916.738281,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.513,-25.091174752894197,19.99752740746877,16906.195313,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.576,-25.091294237960682,19.99751461209638,16897.138672,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.639,-25.091413298003044,19.99750309745745,16888.064453,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.702,-25.091549702730052,19.99748573448578,16877.455078,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.765,-25.09166873027464,19.997471700007107,16868.341797,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.828,-25.091805349193603,19.99745718322774,16857.685547,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.891,-25.09192366287722,19.99744130322116,16848.535156,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:46.954,-25.092042824349267,19.997429891987913,16839.363281,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.017,-25.092158142314233,19.997415362161593,16830.177734,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.080,-25.0922979738195,19.9973998632523,16819.433594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.143,-25.092413321720105,19.99738537632897,16810.208984,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.206,-25.092549312560738,19.99736909235759,16799.419922,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.269,-25.092667705755765,19.997353257430962,16790.152344,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.332,-25.09278555875818,19.99733606359983,16780.867188,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.395,-25.092900778919173,19.997323507217217,16771.564453,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.458,-25.093019140983067,19.99730753610938,16762.242188,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.521,-25.093155594436837,19.997292286381544,16751.341797,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.584,-25.09327388840117,19.997276069914754,16741.978516,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.647,-25.0934079647735,19.997254874578797,16731.033203,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.710,-25.09352309387382,19.99723960360707,16721.628906,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.773,-25.093641628040228,19.9972263133519,16712.207031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.836,-25.09375586312766,19.99720879168676,16702.767578,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.899,-25.093874411363853,19.99719548914014,16693.306641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:47.962,-25.094008771112023,19.997172493428565,16682.248047,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.025,-25.093677112323352,19.996039851208455,16672.746094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.088,-25.09381259254852,19.996023553459494,16661.638672,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.151,-25.094376180943403,19.997121537776923,16652.097656,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.213,-25.09449043293912,19.997103960922217,16642.537109,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.276,-25.094604861827975,19.997089148307865,16632.957031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.339,-25.09472242602569,19.997070914948747,16623.357422,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.402,-25.094856917634942,19.997050473547848,16612.134766,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.465,-25.094971210375185,19.99703528638311,16602.494141,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.528,-25.095105698769398,19.99701479894687,16591.222656,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.591,-25.095219843301486,19.996996825852438,16581.541016,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.654,-25.095337563130922,19.996981243935632,16571.839844,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.717,-25.095451101383606,19.996961764191845,16562.117188,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.780,-25.095585780135647,19.996941678064793,16550.751953,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.843,-25.09569925780855,19.996922050813904,16540.986328,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.906,-25.095833871186397,19.996901733786757,16529.572266,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:48.969,-25.09594756059775,19.99688493971164,16519.765625,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.032,-25.096060388153575,19.996863689154022,16509.941406,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.095,-25.0961742536336,19.99684727855193,16500.097656,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.158,-25.096286857576793,19.99682545025863,16490.232422,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.221,-25.096421457381872,19.99680503224538,16478.697266,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.284,-25.096535366541293,19.99678867948889,16468.791016,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.347,-25.09666891512634,19.99676569841137,16457.208984,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.410,-25.096782042748885,19.996745083442853,16447.259766,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.473,-25.096896215713418,19.99672931878997,16437.289063,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.536,-25.097009855787423,19.996712262965705,16427.300781,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.599,-25.097122898783887,19.996691401910816,16417.292969,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.662,-25.097256633421466,19.996668770323005,16405.589844,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.725,-25.09736908513801,19.996648858588735,16395.539063,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.788,-25.09749980813211,19.996627550667345,16383.787109,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.851,-25.097612396433483,19.99660555245381,16373.691406,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.914,-25.097725385570453,19.99658686898755,16363.576172,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:49.977,-25.097838609384297,19.996566358626957,16353.442383,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.040,-25.097971440025127,19.99654151032905,16341.594727,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.103,-25.098084745855658,19.99652355066218,16331.416992,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.166,-25.098198147167015,19.9965057787549,16321.220703,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.229,-25.098328354939856,19.996483157488413,16309.296875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.292,-25.098440746568574,19.996460608534463,16299.057617,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.355,-25.098553662645937,19.996441682358515,16288.796875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.418,-25.098666084217488,19.996421552738997,16278.516602,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.481,-25.0987957002141,19.99639747278816,16266.49707,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.544,-25.098908016215017,19.996374725471515,16256.172852,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.607,-25.099041235588867,19.99635066436924,16244.099609,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.670,-25.099149274706438,19.99632864313415,16233.732422,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.733,-25.099262456060934,19.996310254928954,16223.342773,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.796,-25.0993744782191,19.996286789113967,16212.933594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.858,-25.099466018783207,19.99626794701292,16204.243164,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.921,-25.099615533164368,19.996240148563707,16190.310547,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:50.984,-25.099727458598796,19.99621880683121,16179.836914,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.047,-25.099856642965143,19.996193625151616,16167.592773,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.110,-25.099968570904288,19.996169891320644,16157.074219,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.173,-25.10008042534437,19.996148375807287,16146.535156,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.236,-25.10018838398343,19.996126101496486,16135.977539,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.299,-25.100299771559534,19.996101094807457,16125.398438,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.362,-25.100428855109026,19.99607563908704,16113.029297,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.425,-25.100539941917667,19.99605231154219,16102.407227,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.488,-25.100668981629482,19.996026739164396,16089.987305,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.551,-25.100780389220848,19.996004157113145,16079.319336,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.614,-25.10088869312967,19.995982642277635,16068.632813,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.677,-25.100999504137974,19.995956286568042,16057.924805,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.740,-25.101128018804516,19.995929493633696,16045.407227,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.803,-25.101239560810626,19.995907189968705,16034.65625,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.866,-25.101367137012765,19.995878200328217,16022.086914,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.929,-25.101475960239352,19.995857875677988,16011.292969,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:51.992,-25.101587259054913,19.9958350063251,16000.476563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.055,-25.10169457923225,19.995808823142823,15989.642578,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.118,-25.10180606229369,19.995786380645452,15978.788086,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.181,-25.10193424554792,19.995758785824407,15966.098633,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.244,-25.102041312346707,19.995734417239532,15955.202148,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.307,-25.102169657110142,19.995707186606474,15942.460938,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.370,-25.1022808147554,19.99568397403367,15931.519531,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.433,-25.102388130522613,19.995660172826273,15920.55957,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.496,-25.102498840710826,19.99563354307351,15909.579102,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.559,-25.10260577391594,19.99560890044356,15898.580078,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.622,-25.10273262266854,19.995578253991198,15885.722656,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.685,-25.102844100334426,19.99555575389022,15874.680664,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.748,-25.10296759583224,19.995525633066123,15861.774414,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.811,-25.103078164744762,19.995501093884833,15850.689453,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.874,-25.10318468860892,19.995473120362753,15839.585938,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:52.937,-25.103295864083854,19.99544994442443,15828.462891,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.000,-25.10341932997206,19.995419753463285,15815.461914,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.063,-25.10352975684072,19.99539489540617,15804.297852,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.126,-25.103636796755822,19.995370471146067,15793.112305,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.189,-25.10376270131129,19.995337742466738,15780.040039,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.252,-25.103869343886572,19.995312427377364,15768.813477,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.315,-25.103979670146206,19.995284948967313,15757.569336,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.378,-25.10408583991048,19.995258603488864,15746.306641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.441,-25.104212391052535,19.995227334463305,15733.139648,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.503,-25.104318088337745,19.995199931363445,15721.833008,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.566,-25.104441669329844,19.995170032282868,15708.618164,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.629,-25.10455158445949,19.99514405321174,15697.271484,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.692,-25.104657740755112,19.99511769423535,15685.90332,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.755,-25.10476383019409,19.99508877805793,15674.516602,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.818,-25.104853111861242,19.995067196610496,15665.012695,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.881,-25.10499553633965,19.99502896780316,15649.779297,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:53.944,-25.105101854417462,19.995002974463016,15638.333008,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.007,-25.105227648879595,19.994970067421377,15624.952148,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.070,-25.105333397577997,19.99494285014781,15613.462891,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.133,-25.10543920991137,19.994915767611452,15601.956055,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.196,-25.105545104032473,19.99488645277411,15590.427734,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.259,-25.10567056936368,19.994852842899864,15576.957031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.322,-25.10577607835956,19.994825107421995,15565.388672,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.385,-25.105881877437184,19.994798041510617,15553.800781,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.448,-25.106007072857246,19.994763869080824,15540.256836,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.511,-25.106112463306918,19.994735910410505,15528.628906,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.574,-25.10621877276355,19.9947099582831,15516.980469,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.637,-25.10632366139191,19.994678496864594,15505.313477,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.700,-25.106444578764304,19.99464284183243,15491.677734,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.763,-25.10654998039009,19.99461494245468,15479.96875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.826,-25.10667415303202,19.99457858969687,15466.28418,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.889,-25.10677953982592,19.994550669588797,15454.53418,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:54.952,-25.106884499829675,19.994521847316676,15442.765625,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.015,-25.106989234249234,19.99449008943442,15430.978516,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.078,-25.107094340113598,19.99446160628704,15419.171875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.141,-25.10721557957567,19.994426732660838,15405.373047,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.204,-25.10732033493512,19.99439749124275,15393.526367,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.267,-25.107424303951987,19.99436657035385,15381.660156,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.330,-25.107545245741864,19.994331102835655,15367.791992,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.393,-25.107649283403852,19.994297908913776,15355.884766,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.456,-25.107753760560247,19.994268118921166,15343.959961,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.519,-25.107857395154195,19.99423652508126,15332.013672,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.582,-25.107981597609726,19.99420041744398,15318.055664,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.645,-25.108085920014595,19.99417032809346,15306.069336,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.708,-25.108205895950903,19.99413286631955,15292.06543,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.771,-25.10830914001181,19.994098041369025,15280.041016,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.834,-25.108412862497804,19.994066710972096,15267.999023,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.897,-25.108514094849184,19.99403776114345,15255.939453,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:55.960,-25.108636743965835,19.99399839723196,15241.844727,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.023,-25.10873675287263,19.993964405703924,15229.745117,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.086,-25.108840897618315,19.993934040371446,15217.62793,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.148,-25.108960647039865,19.99389621729398,15203.469727,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.211,-25.109064310629577,19.993864864235768,15191.3125,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.274,-25.10916783064727,19.993830749829076,15179.138672,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.337,-25.10927066012529,19.993797637757275,15166.948242,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.400,-25.109390208876437,19.99375947458861,15152.701172,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.463,-25.109493842201797,19.99372810586209,15140.470703,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.526,-25.109614104556734,19.99369149707094,15126.177734,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.589,-25.109717106553035,19.993656373243017,15113.910156,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.652,-25.109816846795397,19.993624405031934,15101.623047,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.715,-25.10991996373447,19.993592035558898,15089.316406,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.778,-25.110023441267145,19.993557956578908,15076.994141,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.841,-25.110143592107097,19.993521190876606,15062.59375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.904,-25.110246406686915,19.993488231609096,15050.233398,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:56.967,-25.110365460313187,19.99344918049196,15035.791016,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.030,-25.11046434505716,19.993415542684456,15023.391602,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.093,-25.11056727523338,19.993380385587898,15010.976563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.156,-25.110670089917875,19.993347513811514,14998.543945,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.219,-25.11076971945321,19.993313016597288,14986.091797,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.282,-25.110888497764318,19.993273490169106,14971.542969,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.345,-25.11099201345484,19.993242134928828,14959.051758,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.408,-25.111111423631108,19.99320399006772,14944.458008,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.471,-25.111210783687568,19.993168990548476,14931.930664,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.534,-25.111313670012695,19.99313638293232,14919.383789,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.597,-25.111416350002273,19.99310085488997,14906.823242,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.660,-25.111531729300683,19.993061872167925,14892.143555,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.723,-25.111634462996392,19.993029005445678,14879.542969,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.786,-25.11175218405113,19.99298746354512,14864.820313,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.849,-25.111850992278647,19.992951420138628,14852.182617,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.912,-25.11195411072233,19.99291940640597,14839.525391,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:57.975,-25.112056389160323,19.99288316805473,14826.852539,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.038,-25.112155024471296,19.99284933717131,14814.161133,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.101,-25.112273913779767,19.99281037063816,14799.333984,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.164,-25.112372360804798,19.9927736860936,14786.606445,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.227,-25.11247535617349,19.99274151207779,14773.859375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.290,-25.112593539828108,19.992701149273074,14758.966797,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.353,-25.11269141316108,19.992663333829647,14746.181641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.416,-25.112794196843108,19.992630819235302,14733.378906,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.479,-25.112892737487137,19.992594428502034,14720.556641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.542,-25.113010554763083,19.99255339708325,14705.576172,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.605,-25.11310924862709,19.992517384518372,14692.717773,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.668,-25.11322656516915,19.99247537742163,14677.692383,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.731,-25.11332450348525,19.992440370076697,14664.793945,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.793,-25.113426143600055,19.99240309264806,14651.878906,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.856,-25.113524288688637,19.99236602341716,14638.946289,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.919,-25.113626964231127,19.992333456755194,14625.994141,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:58.982,-25.11374145921243,19.992293173189378,14610.860352,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.045,-25.113842984757618,19.992255751622444,14597.870117,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.108,-25.11395687610799,19.99221429425243,14582.691406,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.171,-25.114057861170775,19.992175802044375,14569.662109,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.234,-25.11415746721537,19.992144426000582,14556.615234,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.297,-25.114258565690093,19.99210624567538,14543.551758,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.360,-25.114372584411285,19.992065145265602,14528.288086,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.423,-25.114473742046815,19.99202713389804,14515.185547,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.486,-25.11458601128608,19.991982519069317,14499.878906,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.549,-25.114683741340613,19.991944870880925,14486.736328,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.612,-25.11478484177181,19.991906816849795,14473.577148,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.675,-25.114882339310945,19.991871296823795,14460.401367,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.738,-25.11497963962862,19.991832846737687,14447.206055,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.801,-25.11509709196207,19.991791675983404,14431.790039,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.864,-25.115195536927345,19.991755618084888,14418.555664,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.927,-25.11531127625717,19.991711010525382,14403.095703,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:59.990,-25.115409454739797,19.991674466232535,14389.824219,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.053,-25.115506303227548,19.991635241961166,14376.538086,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.116,-25.11560838056188,19.991601964973082,14363.230469,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.179,-25.11570597869778,19.99156431243354,14349.90625,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.242,-25.11581819976627,19.991517442402845,14334.338867,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.305,-25.115915568054277,19.991481961171065,14320.974609,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.368,-25.116032337958387,19.991437111956547,14305.360352,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.431,-25.116131087385273,19.991404495086634,14291.957031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.494,-25.11622751053698,19.991364608224075,14278.537109,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.557,-25.11632736579112,19.991324440127087,14265.099609,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.620,-25.11644009068594,19.99127879402428,14249.400391,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.683,-25.116521362629495,19.991247147766078,14238.171875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:06:00.746,-25.116634304535722,19.991204594657237,14222.429688,31.999672,34.0,15010.59375,274:07:05:21.638
