Time,Weapon LAT (deg),Weapon LON (deg),Weapon ALT (ft),Target LAT (deg),Target LON (deg),Target ALT (ft),Separation Time
274:07:05:30.580,-25.055421676816575,19.9946786425351,18894.394531,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:30.643,-25.05557537147853,19.994720143914044,18887.183594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:30.706,-25.055725543107375,19.994761038368594,18879.984375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:30.769,-25.05590338228219,19.994813726347154,18871.599609,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:30.832,-25.056057101876778,19.99485466447023,18864.423828,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:30.895,-25.056208512999824,19.994899932284056,18857.261719,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:30.958,-25.056361871696367,19.994938955736934,18850.111328,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.021,-25.05653970663191,19.99499057793608,18841.779297,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.084,-25.05668981150907,19.99502984310605,18834.654297,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.147,-25.056866742799848,19.995077250805778,18826.353516,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.210,-25.05699361206494,19.995108412542265,18820.433594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.273,-25.057167222662688,19.995155823103957,18812.158203,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.336,-25.057321224436485,19.99519906971586,18805.074219,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.399,-25.057471835475184,19.995239281401876,18798.0,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.462,-25.05764889949581,19.995286002210797,18789.759766,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.525,-25.057799137394284,19.995324292235463,18782.705078,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.588,-25.05797194694143,19.99536727910187,18774.490234,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.651,-25.058121526731203,19.99540555533545,18767.457031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.714,-25.05827481261976,19.99544175815525,18760.433594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.777,-25.058424672705836,19.995480709983035,18753.417969,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.840,-25.058598026305454,19.9955248443732,18745.240234,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.903,-25.05874847424315,19.99556563979416,18738.242188,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:31.966,-25.058897702738605,19.995601530648894,18731.25,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.029,-25.059047799013985,19.99563767825976,18724.267578,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.092,-25.05922004738312,19.995679542660792,18716.130859,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.155,-25.059369357565142,19.995712273303393,18709.164063,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.218,-25.059518355269315,19.995746476055338,18702.203125,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.280,-25.059690960115862,19.99578907245575,18694.091797,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.343,-25.0598405095778,19.99582498526954,18687.142578,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.406,-25.060012844873523,19.995863195613868,18679.046875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.469,-25.060162091951725,19.995897620122307,18672.113281,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.532,-25.060311295213413,19.99593163827,18665.1875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.595,-25.0604604424358,19.99596530115554,18658.265625,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.658,-25.060605623052005,19.995996815291207,18651.351563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.721,-25.06077783473368,19.996036398461996,18643.289063,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.784,-25.0609267877597,19.99606874127794,18636.386719,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.847,-25.061099456501026,19.99610959006643,18628.337891,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.910,-25.06124870928925,19.996142653791704,18621.445313,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:32.973,-25.06139379285767,19.996172957529534,18614.558594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.036,-25.06154248190695,19.996203610070502,18607.673828,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.099,-25.061686860670097,19.99623376817775,18600.794922,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.162,-25.061858295944813,19.99626900043784,18592.775391,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.225,-25.062003629819795,19.99629947290749,18585.904297,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.288,-25.062174741861245,19.996333106234477,18577.894531,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.351,-25.062323659989534,19.996366597012177,18571.033203,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.414,-25.06246899365325,19.99639654671658,18564.173828,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.477,-25.062613213025774,19.9964223235984,18557.320313,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.540,-25.062784985771067,19.996460389527897,18549.324219,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.603,-25.062929511174353,19.996486920575606,18542.476563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.666,-25.06310103448065,19.996523605215565,18534.486328,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.729,-25.06324530059151,19.996548934527183,18527.642578,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.792,-25.063390046197057,19.99657854651865,18520.802734,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.855,-25.063534001250517,19.996602457422934,18513.962891,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.918,-25.06368226813006,19.996632029447415,18507.126953,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:33.981,-25.063849690685384,19.99666272374899,18499.150391,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.044,-25.06399426469502,19.996691077615747,18492.314453,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.107,-25.06416566871141,19.996726028126837,18484.34375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.170,-25.064309322343934,19.996750832212168,18477.511719,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.233,-25.064453956485142,19.996776201326835,18470.681641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.296,-25.064597621445795,19.996800775725248,18463.851563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.359,-25.064738215626356,19.996826562917985,18457.021484,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.422,-25.06490811310568,19.99685525962686,18449.056641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.485,-25.065052154308386,19.996880670867043,18442.226563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.548,-86.75541175802478,189.5873078877712,-93156.335938,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.611,-25.065363179581336,19.996933348870552,18427.431641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.674,-25.065506396396263,19.996955487752167,18420.601563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.737,-25.065647134031476,19.99698087679593,18413.773438,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.800,-25.06581420564906,19.99701075257331,18405.804688,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.863,-25.06595739734576,19.997035018674243,18398.974609,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.925,-25.06610006972992,19.99705473287786,18392.142578,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:34.988,-25.06626669745114,19.99708260142742,18384.171875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.051,-25.066410042616965,19.9971043199874,18377.337891,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.114,-25.06655054387228,19.997127991279125,18370.501953,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.177,-25.066693953633905,19.99714970478081,18363.666016,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.240,-25.066859490230406,19.99717317563989,18355.685547,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.303,-25.06699880610629,19.997195137060377,18348.84375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.366,-25.067164390375126,19.997218455120034,18340.859375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.429,-25.06730698088213,19.997236807566818,18334.011719,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.492,-25.06744667449684,19.99725961378473,18327.164063,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.555,-25.067589516427887,19.99727854662194,18320.3125,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.618,-25.067705692677094,19.997291986450385,18314.599609,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.681,-25.067894187231484,19.997321681990734,18305.455078,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.744,-25.068034086012073,19.997341983090557,18298.59375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.807,-25.068199032497148,19.997364757600433,18290.585938,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.870,-25.068337880406737,19.99738133826965,18283.71875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.933,-25.068477084625073,19.997401606053177,18276.847656,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:35.996,-25.068618589474443,19.997415300028024,18269.972656,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.059,-25.06875842683471,19.997437419839503,18263.091797,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.122,-25.068919799691674,19.997456536865474,18255.058594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.185,-25.069061588839958,19.99747342000691,18248.169922,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.248,-25.16879216445369,19.85070401255977,-89298.820313,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.311,-25.068912751535297,19.995999565899897,18233.228516,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.374,-25.06950060131061,19.997528646010046,18226.322266,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.437,-25.06964257887351,19.997545659314287,18219.416016,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.500,-25.069803717438464,19.997563185609142,18211.349609,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.563,-25.06994153487125,19.99757771899305,18204.429688,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.626,-25.070101925816086,19.997595162312773,18196.351563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.689,-25.070239915014923,19.997610027349612,18189.421875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.752,-25.070378287791904,19.997626057978827,18182.484375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.815,-25.07004181157499,19.996140900438668,18176.697266,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.878,-25.07020294683581,19.99616101742619,18168.589844,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:36.941,-25.07081414033138,19.99766782338614,18160.474609,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.004,-25.070951875208976,19.997681339188905,18153.509766,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.067,-25.07111272525013,19.997699363400653,18145.376953,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.130,153.03647341095834,97.61148398339745,18138.398438,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.193,153.00787160542458,97.69092633085042,18131.414063,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.256,152.98000357337554,97.76819199307019,18124.421875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.319,152.9511808625965,97.84805167617948,18117.421875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.382,152.9186670139422,97.93807462114582,18109.248047,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.445,152.8911230166882,98.01408916682298,18102.234375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.508,152.85897596833456,98.10286029583317,18094.041016,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.570,152.83145843204767,98.17870396114124,18087.009766,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.633,152.8027680261043,98.25770924240507,18079.970703,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.696,152.77561692572542,98.33237857390289,18072.923828,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.759,152.7472358711795,98.41034526351618,18065.867188,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.822,152.71616095011052,98.49555354800438,18057.625,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.885,152.69012038843633,98.56685774581331,18050.550781,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:37.948,152.6592074847649,98.65144047203017,18042.287109,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.011,152.63038625018226,98.73025885105167,18035.195313,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.074,152.6076095077811,98.7924263622491,18029.277344,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.137,152.5742144066977,98.88361501589243,18020.982422,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.200,152.5430624805923,98.96846661978745,18012.677734,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.263,152.51699130468765,99.0393699916349,18005.548828,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.326,152.48724585134806,99.120124895324,17997.21875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.389,-25.0741018714813,19.997941604405458,17990.068359,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.452,-25.074235027716025,19.997949492565397,17982.910156,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.515,-25.074371998593406,19.997960751899342,17975.740234,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.578,-25.074504626009006,19.99796681985003,17968.5625,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.641,-25.074660297513244,19.997979221672956,17960.175781,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.704,-25.074797365462675,19.997988039992908,17952.976563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.767,-25.074951921796174,19.997996785971402,17944.566406,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.830,-25.075085255976486,19.998007183133048,17937.345703,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.893,-25.075217757684428,19.99801246825329,17930.113281,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:38.956,-25.075353612704294,19.998019720341272,17922.871094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.019,-25.075487115712544,19.998027883288593,17915.621094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.082,-25.075642185864137,19.998037674360596,17907.146484,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.145,-25.07577477559548,19.99804539713414,17899.871094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.208,-25.07592992329086,19.998055251840743,17891.371094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.271,-25.076062252681282,19.998059506836668,17884.074219,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.334,-25.07619477721788,19.99806676781852,17876.767578,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.397,-25.07632646104622,19.99807142333008,17869.449219,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.460,-25.076481092256277,19.99807934937545,17860.898438,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.523,-25.076612091481824,19.99807932957915,17853.558594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.586,-25.07674567687188,19.998089436577047,17846.205078,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.649,-25.076899712253503,19.99809530283835,17837.613281,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.712,-25.0770315030833,19.99809988846526,17830.236328,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.775,-25.07716352455751,19.998105118112097,17822.849609,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.838,-25.077295897011368,19.99811128244954,17815.453125,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.901,-25.077449738478002,19.99811617787719,17806.804688,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:39.964,-25.07758143183593,19.998120188429997,17799.380859,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.027,-25.077734992070695,19.9981241134992,17790.707031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.090,-25.077862762238155,19.998126727279658,17783.259766,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.153,-25.077994114831668,19.998129509578717,17775.800781,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.215,-25.07812576431806,19.998130621171192,17768.330078,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.278,-25.078257092491413,19.998133215956898,17760.847656,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.341,-25.07840698723662,19.99813873433811,17752.101563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.404,-25.078538029819757,19.998140335628214,17744.595703,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.467,-25.078691337916478,19.99814292303099,17735.822266,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.530,-25.07879714380422,19.998144873685717,17729.546875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.593,-25.078949573619887,19.9981447722275,17720.746094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.656,-25.079077309914762,19.998146684644702,17713.189453,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.719,-25.07920886717897,19.998149451535905,17705.621094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.782,-25.07935765374022,19.99814874290271,17696.777344,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.845,-25.079489009058108,19.998153220517818,17689.181641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.908,-25.07963778357758,19.998152332085073,17680.304688,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:40.971,-25.079768812295644,19.998153280215284,17672.685547,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.034,-25.07987755287658,19.998153122208308,17666.322266,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.097,-25.08002662757353,19.998155333281325,17657.404297,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.160,-25.080175556309147,19.998154596458303,17648.466797,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.223,-25.08030604246757,19.998153709438995,17640.792969,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.286,-25.080455023452537,19.99815539436383,17631.822266,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.349,-25.08058140015182,19.9981527309572,17624.121094,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.412,-25.08071223936953,19.998152702710946,17616.40625,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.475,-25.08083799705564,19.99814814630433,17608.675781,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.538,-25.080965681339293,19.998151434685443,17600.933594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.601,-25.081114192771327,19.998149034567284,17591.886719,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.664,-25.081243972964664,19.99814816966553,17584.115234,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.727,-25.081392279012007,19.99814502767923,17575.033203,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.790,-25.081518925969483,19.998145131176198,17567.232422,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.853,-25.081644978983064,19.998141098279802,17559.419922,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.916,-25.081771425184794,19.998138108058395,17551.59375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:41.979,-25.081901445035502,19.998137645192195,17543.753906,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.042,-25.082048662067255,19.998131131044858,17534.587891,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.105,-25.082175290667568,19.998130905308084,17526.716797,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.168,-25.082323353999225,19.998129054916895,17517.517578,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.231,-25.08244951995791,19.998125012632393,17509.617188,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.294,-25.082575723764204,19.998123431619526,17501.701172,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.357,-25.082701570535335,19.99811839149694,17493.773438,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.420,-25.08284942728737,19.998115705962345,17484.503906,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.483,-25.0829748746145,19.998109445052954,17476.542969,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.546,-25.083100699426154,19.998106606864994,17468.568359,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.609,-25.083247893324657,19.998101911673654,17459.248047,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.672,-25.08337464730758,19.998099134296506,17451.240234,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.735,-25.083497635124896,19.99809802469557,17443.21875,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.798,-25.083623263710695,19.99809202988586,17435.183594,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.860,-25.083769982213905,19.998085797929246,17425.791016,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.923,-25.083895131042116,19.99808076449728,17417.722656,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:42.986,-25.084021120383042,19.998078016704014,17409.638672,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.049,-25.084164242785434,19.998071427750954,17400.191406,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.112,-25.0842890634271,19.998062972330466,17392.076172,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.175,-25.084414872241,19.99805958558248,17383.947266,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.238,-25.084540171630135,19.998054742325436,17375.804688,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.301,-25.084683965638295,19.99804977475369,17366.283203,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.364,-218.2762833156037,37.713188807024814,20225.285156,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.427,-25.08445568227852,19.99677354536628,17351.279297,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.490,-25.084620127350306,19.99676685280833,17340.333984,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.553,-25.08520211313679,19.998023038812857,17332.109375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.616,-25.085327407851988,19.998017909951812,17323.867188,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.679,-25.08544817384108,19.99800767910812,17315.609375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.742,-25.08559445908131,19.997999496322088,17305.957031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.805,-25.085716280595026,19.997994401644654,17297.664063,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.868,-25.085862571238714,19.997986131611164,17287.972656,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.931,-25.085983615655863,19.99797885590759,17279.648438,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:43.994,-25.086086550891835,19.997972764062972,17272.697266,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.057,-25.0862291886175,19.99796403845124,17262.951172,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.120,-25.08637169521033,19.99795490695693,17253.181641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.183,-25.086496857292893,19.997949016468734,17244.791016,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.246,-25.0866389558211,19.99793870540332,17234.980469,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.309,-25.08676334789405,19.99793067148735,17226.552734,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.372,-25.086884732353152,19.997924011609626,17218.111328,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.435,-25.087005026623174,19.997914437017567,17209.652344,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.498,-25.087128981352727,19.997905126155185,17201.177734,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.561,-25.087270783330744,19.99789379242686,17191.271484,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.624,-25.087391409126777,19.99788496236748,17182.761719,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.687,-25.087533091206485,19.997873253365594,17172.814453,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.750,-25.08765735505085,19.997864597131343,17164.269531,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.813,-25.087777429161143,19.9978542312638,17155.707031,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.876,-25.08789787497879,19.99784476514559,17147.130859,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:44.939,-25.088021575360163,19.997834539599992,17138.535156,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.002,-25.08815946160964,19.99782193563768,17128.490234,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.065,-25.088283512869783,19.997812557296864,17119.859375,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.128,-25.08842524328913,19.997803017457034,17109.771484,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.191,-25.08854518049393,19.997792099166883,17101.107422,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.254,-25.088665371634686,19.997781745600133,17092.423828,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.317,-25.088785846912117,19.997772145959093,17083.726563,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.380,-25.088926444553955,19.997757118060942,17073.556641,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.443,-25.089024901431472,19.997747901304734,17066.279297,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.505,-25.08916674440823,19.99773840799206,17056.070313,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.568,-25.08930702787576,19.997722495773466,17045.837891,31.999672,34.0,15010.59375,274:07:05:21.638
274:07:05:45.631,-25.089426835981097,19.997710979508508,17037.048828,31.999672,34.0,15010.59375,274:07:05:21.638
