CEP50_raw,CEP90_raw,CEP50_qp,CEP90_qp,RMSE_qp,TerminalMiss_qp,CEP50_soc,CEP90_soc,RMSE_soc,TerminalMiss_soc
6468160.590319585,6474772.584839594,6467577.240153608,6474466.847914351,6233916.235826853,6445620.222827153,,,,
