CEP50_raw,CEP90_raw,CEP50_qp,CEP90_qp,RMSE_qp,TerminalMiss_qp,CEP50_soc,CEP90_soc,RMSE_soc,TerminalMiss_soc
6468160.590319585,6474772.584839594,6467426.603420878,6474226.41762319,6233927.011258083,6445620.024712377,,,,
