CEP50_raw,CEP50_qp,CEP50_soc,CEP90_raw,CEP90_qp,CEP90_soc,RMSE_qp,RMSE_soc,TerminalMiss_qp,TerminalMiss_soc
"6468160.59 [6468160.59, 6468160.59]","6467426.60 [6467426.60, 6467426.60]","nan [nan, nan]","6474772.58 [6474772.58, 6474772.58]","6474226.42 [6474226.42, 6474226.42]","nan [nan, nan]","6233927.01 [6233927.01, 6233927.01]","nan [nan, nan]","6445620.02 [6445620.02, 6445620.02]","nan [nan, nan]"
