CEP50_raw,CEP50_qp,CEP50_soc,CEP90_raw,CEP90_qp,CEP90_soc,RMSE_raw,RMSE_qp,RMSE_soc,TerminalMiss_raw,TerminalMiss_qp,TerminalMiss_soc
"6468160.59 [6468160.59, 6468160.59]","6451431.38 [6451431.38, 6451431.38]","nan [nan, nan]","6474772.58 [6474772.58, 6474772.58]","6458041.55 [6458041.55, 6458041.55]","nan [nan, nan]","6233819.76 [6233819.76, 6233819.76]","6217662.19 [6217662.19, 6217662.19]","nan [nan, nan]","6445620.36 [6445620.36, 6445620.36]","6428889.28 [6428889.28, 6428889.28]","nan [nan, nan]"
