CEP50_raw,CEP90_raw,CEP50_qp,CEP90_qp,RMSE_raw,RMSE_qp,TerminalMiss_raw,TerminalMiss_qp,CEP50_soc,CEP90_soc,RMSE_soc,TerminalMiss_soc
6468160.590319585,6474772.584839594,6451431.376099302,6458041.552464967,6233819.756058173,6217662.188990682,6445620.357854206,6428889.281812328,,,,
