time,x,y,z
0.0,-5.6619046204882215,0.8273667451517192,0.0
0.1,17.573099617691536,23.76388054279936,0.0
0.2,37.28214102059273,48.42896459837091,0.0
0.30000000000000004,53.54986056515522,74.53464281842265,0.0
0.4,66.46089922831872,101.79293910951068,0.0
0.5,76.97736680518867,129.68557528074837,0.0
0.6000000000000001,80.89195167131597,159.2419748985342,0.0
0.7000000000000001,83.90680018315926,187.56631071597346,0.0
0.8,88.32266949792358,215.7915035156677,0.0
0.9,92.83915758377958,244.21363930712525,0.0
1.0,97.71730878916627,272.79559882699266,0.0
1.1,103.05643857263694,300.7382021736014,0.0
1.2000000000000002,109.25983912935061,328.68283413315595,0.0
1.3,115.4098697661345,356.98111629845835,0.0
1.4000000000000001,121.47606486282041,385.6589127272449,0.0
1.5,127.4867033125888,414.0740663981837,0.0
1.6,133.40295509570024,442.0430092952093,0.0
1.7000000000000002,140.50606879055212,469.70771529135465,0.0
1.8,145.67544198200707,497.9257057460311,0.0
1.9000000000000001,149.3315106619093,526.3142811470093,0.0
2.0,152.05901208812898,554.7268789928734,0.0
2.1,154.52511520989577,583.408505834339,0.0
2.2,157.3772042936845,612.5165200845033,0.0
2.3000000000000003,159.8860573037964,642.0548637642332,0.0
2.4000000000000004,164.23130682305845,669.904784900484,0.0
2.5,174.80325272146837,697.2104696104012,0.0
2.6,186.88138555511892,723.9467642296689,0.0
2.7,200.3597979568815,750.7292768694704,0.0
2.8000000000000003,213.77350208613336,777.0198869301439,0.0
2.9000000000000004,225.95020294746521,803.827016034155,0.0
3.0,235.57918861401757,831.4934218487348,0.0
3.1,241.332325561804,860.2694920592592,0.0
3.2,245.67330374221947,888.3666157105885,0.0
3.3000000000000003,251.6186898364658,916.6275110277167,0.0
3.4000000000000004,257.4642809260095,944.4140391406269,0.0
3.5,263.42215767374535,972.7343077341609,0.0
3.6,267.66170408244676,1001.3587932583447,0.0
3.7,274.12522260752814,1028.9252946548625,0.0
3.8000000000000003,283.4878470356779,1056.0144777258968,0.0
3.9000000000000004,294.75492513101153,1083.1542214672227,0.0
4.0,306.80376182431104,1110.2522561960461,0.0
4.1000000000000005,318.4366049748916,1136.8460095352261,0.0
4.2,328.7250975144919,1163.750245504016,0.0
4.3,336.7865274121843,1191.9887208671191,0.0
4.4,341.4158217638338,1221.0366771335785,0.0
4.5,346.7209327033231,1248.9876489741364,0.0
4.6000000000000005,352.56306102421706,1276.979444284158,0.0
4.7,358.4472868099197,1305.1729441024775,0.0
4.800000000000001,365.0232723552787,1333.3523346709735,0.0
4.9,370.90220377169453,1361.25068782124,0.0
5.0,375.1315124960185,1389.3663720561708,0.0
5.1000000000000005,378.3153255280686,1417.8062851197626,0.0
5.2,380.9249228751381,1446.0453221874873,0.0
5.300000000000001,383.45465824407773,1473.806737422825,0.0
