CEP50_raw,CEP50_qp,CEP50_soc,CEP90_raw,CEP90_qp,CEP90_soc,RMSE_qp,RMSE_soc,TerminalMiss_qp,TerminalMiss_soc
"6468160.59 [6468160.59, 6468160.59]","6467577.83 [6467577.83, 6467577.83]","nan [nan, nan]","6474772.58 [6474772.58, 6474772.58]","6474467.40 [6474467.40, 6474467.40]","nan [nan, nan]","6233916.16 [6233916.16, 6233916.16]","nan [nan, nan]","6445620.16 [6445620.16, 6445620.16]","nan [nan, nan]"
