CEP50_raw,CEP90_raw,CEP50_qp,CEP90_qp,RMSE_raw,RMSE_qp,TerminalMiss_raw,TerminalMiss_qp,CEP50_soc,CEP90_soc,RMSE_soc,TerminalMiss_soc
6468160.590319585,6474772.584839594,6467577.825436896,6474467.405789483,6233819.756058173,6233916.163309403,6445620.357854198,6445620.204261127,,,,
